ID	Year_Birth	Education	Marital_Status	Income	Kidhome	Teenhome	Dt_Customer	Recency	MntWines	MntFruits	MntMeatProducts	MntFishProducts	MntSweetProducts	MntGoldProds	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	NumStorePurchases	NumWebVisitsMonth	AcceptedCmp3	AcceptedCmp4	AcceptedCmp5	AcceptedCmp1	AcceptedCmp2	Complain	Z_CostContact	Z_Revenue	Response
38	1990	Master	Single	5000000.0	0	0	01-01-2020	30	17.43	7.28	12.75	8.9	4.25	14.19	0	1	0	0	2	0	0	0	0	0	0	3	11	0
39	1990	Master	Single	0.0	0	0	01-01-2020	30	51000.0	17000.0	34000.0	25500.0	17000.0	25500.0	1	0	0	1	0	0	0	0	0	0	0	3	11	1
40	1990	Master	Single	0.0	0	0	01-01-2020	30	36000.0	12000.0	24000.0	18000.0	12000.0	18000.0	1	0	0	1	0	0	0	0	0	0	0	3	11	1
41	1990	Master	Single	0.0	0	0	01-01-2020	30	27.39	12.41	33.11	15.08	16.38	5.2	0	1	0	0	2	0	0	0	0	0	0	3	11	0
42	1990	Master	Single	1000000000.0	0	0	01-01-2020	30	387.63	13.65	134.98	140.84	152.55	150.33	0	0	0	0	1	0	0	0	0	0	0	3	11	0
43	1990	Master	Single	100000000.0	0	0	01-01-2020	30	70.16	0.0	90.49	69.75	51.5	0.0	0	0	0	0	1	0	0	0	0	0	0	3	11	0
44	1990	2n Cycle	Single	33000000.0	0	0	01-01-2020	30	20.06	4.12	19.28	32.86	23.54	35.26	0	0	0	0	1	0	0	0	0	0	0	3	11	0
45	1990	Master	Single	0.0	0	0	01-01-2020	30	33.87	4.49	9.54	12.75	9.76	17.22	0	0	0	0	1	0	0	0	0	0	0	3	11	0
46	1990	Master	Single	0.0	0	0	01-01-2020	30	11.0	6.35	18.78	12.5	3.91	3.37	0	0	0	0	1	0	0	0	0	0	0	3	11	0
47	1990	Master	Single	4000000.0	0	0	01-01-2020	30	43500.0	14500.0	29000.0	21750.0	14500.0	21750.0	1	1	0	1	2	0	0	0	0	0	0	3	11	1
48	1990	Master	Single	10000000.0	0	0	01-01-2020	30	23.22	5.84	6.22	11.44	4.93	0.0	0	1	0	0	2	0	0	0	0	0	0	3	11	0
49	1990	Master	Single	2000000.0	0	0	01-01-2020	30	12.38	3.78	12.27	10.98	0.0	1.96	0	0	0	0	1	0	0	0	0	0	0	3	11	0
