ID	Year_Birth	Education	Marital_Status	Income	Kidhome	Teenhome	Dt_Customer	Recency	MntWines	MntFruits	MntMeatProducts	MntFishProducts	MntSweetProducts	MntGoldProds	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	NumStorePurchases	NumWebVisitsMonth	AcceptedCmp3	AcceptedCmp4	AcceptedCmp5	AcceptedCmp1	AcceptedCmp2	Complain	Z_CostContact	Z_Revenue	Response
68	2000	Basic	Single	2578403.0	0	0	01-01-2024	12	97087	32362	64724	48543	32362	48543	0	2	0	0	2	0	0	0	0	0	0	3	11	1
69	2003	Basic	Single	4077266.0	0	0	01-01-2024	0	116414	38804	77609	58207	38804	58207	0	2	0	0	5	0	0	0	0	0	0	3	11	1
70	2005	Basic	Single	1483452.0	0	0	01-01-2024	0	74076	24692	49384	37038	24692	37038	0	2	0	0	4	0	0	0	0	0	0	3	11	1
71	2000	Graduation	Single	1641157.0	0	0	01-01-2024	2	51464	17154	34309	25732	17154	25732	0	1	0	0	5	0	0	0	0	0	0	3	11	0
72	2005	Graduation	Married	3059751.0	0	0	01-01-2024	9	55099	18366	36733	27549	18366	27549	0	1	0	0	3	0	0	0	0	0	0	3	11	0
73	2003	Basic	Single	3258688.0	0	0	01-01-2024	10	51673	17224	34449	25836	17224	25836	0	1	0	0	1	0	0	0	0	0	0	3	11	0
74	2002	Graduation	Single	3156645.0	0	0	01-01-2024	25	36831	12277	24554	18415	12277	18415	0	1	0	0	5	0	0	0	0	0	0	3	11	0
75	2004	Graduation	Single	3360018.0	0	0	01-01-2024	6	90000	30000	60000	45000	30000	45000	0	0	0	0	2	0	0	0	0	0	0	3	11	1
76	2004	Basic	Married	3132788.0	0	0	01-01-2024	12	90000	30000	60000	45000	30000	45000	0	0	0	0	1	0	0	0	0	0	0	3	11	1
77	2007	Graduation	Single	2581708.0	0	0	01-01-2024	16	90000	30000	60000	45000	30000	45000	0	0	0	0	2	0	0	0	0	0	0	3	11	1
78	2004	Graduation	Married	2871443.0	0	0	01-01-2024	21	49513	16504	33009	24756	16504	24756	0	1	0	0	2	0	0	0	0	0	0	3	11	0
79	2006	Basic	Single	1083308.0	0	0	01-01-2024	17	45089	15029	30059	22544	15029	22544	0	1	0	0	3	0	0	0	0	0	0	3	11	0
80	2004	Graduation	Single	2161204.0	0	0	01-01-2024	8	41931	13977	27954	20965	13977	20965	0	1	0	0	2	0	0	0	0	0	0	3	11	0
81	2004	Basic	Single	2036090.0	0	0	01-01-2024	24	63110	21036	42073	31555	21036	31555	0	1	0	0	3	0	0	0	0	0	0	3	11	1
82	2000	Basic	Single	4263896.0	0	0	01-01-2024	17	150000	50000	100000	75000	50000	75000	0	0	0	0	4	0	0	0	0	0	0	3	11	1
83	2000	Basic	Single	2901458.0	0	0	01-01-2024	16	35859	11953	23906	17929	11953	17929	0	1	0	0	2	0	0	0	0	0	0	3	11	0
84	2000	Basic	Single	4610945.0	0	0	01-01-2024	22	47111	15703	31407	23555	15703	23555	0	1	0	0	2	0	0	0	0	0	0	3	11	0
85	2004	Basic	Single	2329586.0	0	0	01-01-2024	13	35367	11789	23578	17683	11789	17683	0	1	0	0	2	0	0	0	0	0	0	3	11	0
86	2004	Basic	Single	2182119.0	1	0	01-01-2024	16	90000	30000	60000	45000	30000	45000	0	0	0	0	2	0	0	0	0	0	0	3	11	1
87	2004	Graduation	Single	4012209.0	0	0	01-01-2024	17	53099	17699	35399	26549	17699	26549	0	1	0	0	4	0	0	0	0	0	0	3	11	0
88	2007	Graduation	Single	1086687.0	0	0	01-01-2024	2	45000	15000	30000	22500	15000	22500	0	0	0	0	1	0	0	0	0	0	0	3	11	0
89	2003	Graduation	Single	1919904.0	0	0	01-01-2024	12	45000	15000	30000	22500	15000	22500	0	0	0	0	1	0	0	0	0	0	0	3	11	0
90	2006	Basic	Single	3845297.0	0	0	01-01-2024	11	90000	30000	60000	45000	30000	45000	0	0	0	0	1	0	0	0	0	0	0	3	11	1
91	2002	Basic	Single	3890532.0	0	0	01-01-2024	10	32265	10755	21510	16132	10755	16132	0	1	0	0	3	0	0	0	0	0	0	3	11	0
92	2002	Graduation	Single	2472939.0	0	0	01-01-2024	21	75631	25210	50421	37815	25210	37815	1	2	0	0	3	0	0	0	0	0	0	3	11	1
93	2004	Basic	Single	1976947.0	0	0	01-01-2024	8	39145	13048	26097	19572	13048	19572	0	1	0	0	2	0	0	0	0	0	0	3	11	0
94	2003	Basic	Single	2215257.0	0	0	01-01-2024	13	62168	20722	41445	31084	20722	31084	0	1	0	0	5	0	0	0	0	0	0	3	11	1
95	2007	Basic	Single	2881295.0	0	0	01-01-2024	12	52029	17343	34686	26014	17343	26014	0	1	0	0	1	0	0	0	0	0	0	3	11	0
96	2003	Graduation	Single	4844514.0	0	0	01-01-2024	14	106172	35390	70781	53086	35390	53086	1	2	0	0	4	0	0	0	0	0	0	3	11	1
97	2004	Graduation	Single	3025165.0	0	0	01-01-2024	9	86423	28807	57615	43211	28807	43211	1	2	0	0	3	0	0	0	0	0	0	3	11	1
98	2004	Graduation	Single	1068593.0	0	0	01-01-2024	13	45000	15000	30000	22500	15000	22500	0	0	0	0	2	0	0	0	0	0	0	3	11	0
99	2006	Basic	Single	4307552.0	0	0	01-01-2024	1	134409	44803	89606	67204	44803	67204	1	3	0	1	3	0	0	0	0	0	0	3	11	1
100	2004	Basic	Single	1632143.0	0	0	01-01-2024	19	45000	15000	30000	22500	15000	22500	0	0	0	0	4	0	0	0	0	0	0	3	11	0
101	2006	Graduation	Married	3771369.0	0	0	01-01-2024	4	90000	30000	60000	45000	30000	45000	0	0	0	0	5	0	0	0	0	0	0	3	11	1
102	2000	Basic	Single	3809912.0	0	0	01-01-2024	2	90000	30000	60000	45000	30000	45000	0	0	0	0	2	0	0	0	0	0	0	3	11	1
103	2005	Basic	Single	4048932.0	0	0	01-01-2024	21	150000	50000	100000	75000	50000	75000	0	0	0	0	5	0	0	0	0	0	0	3	11	1
104	2000	Basic	Married	2550930.0	0	0	01-01-2024	15	54294	18098	36196	27147	18098	27147	0	1	0	0	3	0	0	0	0	0	0	3	11	0
105	2000	Basic	Single	4924282.0	0	0	01-01-2024	21	82997	27665	55331	41498	27665	41498	0	2	0	0	4	0	0	0	0	0	0	3	11	1
106	2004	Basic	Single	1061970.0	0	0	01-01-2024	8	43526	14508	29017	21763	14508	21763	0	1	0	0	2	0	0	0	0	0	0	3	11	0
107	2003	Basic	Single	1010514.0	0	0	01-01-2024	0	105240	35080	70160	52620	35080	52620	0	2	0	0	4	0	0	0	0	0	0	3	11	1
108	2001	Basic	Single	2553609.0	0	0	01-01-2024	21	90000	30000	60000	45000	30000	45000	0	0	0	0	3	0	0	0	0	0	0	3	11	1
109	2000	Basic	Single	1956346.0	0	0	01-01-2024	22	53139	17713	35426	26569	17713	26569	0	1	0	0	1	0	0	0	0	0	0	3	11	0
110	2006	Basic	Single	3478421.0	0	0	01-01-2024	29	90000	30000	60000	45000	30000	45000	0	0	0	0	1	0	0	0	0	0	0	3	11	1
111	2006	Basic	Single	2992433.0	0	0	01-01-2024	4	49741	16580	33160	24870	16580	24870	0	1	0	0	4	0	0	0	0	0	0	3	11	0
112	2004	Basic	Single	2731619.0	0	0	01-01-2024	5	90000	30000	60000	45000	30000	45000	0	0	0	0	3	0	0	0	0	0	0	3	11	1
113	2006	Basic	Married	2265360.0	0	0	01-01-2024	4	90715	30238	60477	45357	30238	45357	0	2	0	0	4	0	0	0	0	0	0	3	11	1
114	2007	Graduation	Single	1537055.0	0	0	01-01-2024	11	79752	26584	53168	39876	26584	39876	1	2	0	0	5	0	0	0	0	0	0	3	11	1
115	2003	Basic	Single	4743129.0	0	0	01-01-2024	3	75790	25263	50526	37895	25263	37895	0	2	0	0	4	0	0	0	0	0	0	3	11	1
116	2005	Graduation	Single	3863011.0	0	0	01-01-2024	13	90000	30000	60000	45000	30000	45000	0	0	0	0	2	0	0	0	0	0	0	3	11	1
117	2001	Basic	Single	3218862.0	0	0	01-01-2024	11	55165	18388	36776	27582	18388	27582	0	1	0	0	5	0	0	0	0	0	0	3	11	0
118	2004	Basic	Single	1458172.0	1	0	01-01-2024	12	58040	19346	38693	29020	19346	29020	0	1	0	0	2	0	0	0	0	0	0	3	11	0
119	2007	Basic	Single	4187327.0	0	0	01-01-2024	22	150000	50000	100000	75000	50000	75000	0	0	0	0	4	0	0	0	0	0	0	3	11	1
120	2005	Basic	Single	1196276.0	0	0	01-01-2024	11	42720	14240	28480	21360	14240	21360	0	1	0	0	3	0	0	0	0	0	0	3	11	0
121	2006	Basic	Single	1894211.0	0	0	01-01-2024	10	84504	28168	56336	42252	28168	42252	0	2	0	0	3	0	0	0	0	0	0	3	11	1
122	2001	Graduation	Single	3791484.0	0	0	01-01-2024	25	90000	30000	60000	45000	30000	45000	0	0	0	0	4	0	0	0	0	0	0	3	11	1
123	2000	Basic	Single	1339674.0	0	0	01-01-2024	24	40227	13409	26818	20113	13409	20113	0	1	0	0	3	0	0	0	0	0	0	3	11	0
124	2003	Graduation	Single	2788161.0	0	0	01-01-2024	0	90000	30000	60000	45000	30000	45000	0	0	0	0	3	0	0	0	0	0	0	3	11	1
125	2001	Graduation	Single	1991421.0	1	0	01-01-2024	5	52708	17569	35138	26354	17569	26354	0	1	0	0	4	0	0	0	0	0	0	3	11	0
126	2005	Basic	Single	4674647.0	0	0	01-01-2024	25	150000	50000	100000	75000	50000	75000	0	0	0	0	5	0	0	0	0	0	0	3	11	1
127	2007	Graduation	Single	2922501.0	0	0	01-01-2024	16	38604	12868	25736	19302	12868	19302	0	1	0	0	3	0	0	0	0	0	0	3	11	0
128	2007	Basic	Single	3318664.0	0	0	01-01-2024	23	90000	30000	60000	45000	30000	45000	0	0	0	0	1	0	0	0	0	0	0	3	11	1
129	2006	Basic	Single	3035087.0	0	0	01-01-2024	13	109575	36525	73050	54787	36525	54787	0	2	0	0	4	0	0	0	0	0	0	3	11	1
130	2004	Basic	Single	1633598.0	0	0	01-01-2024	16	25632	8544	17088	12816	8544	12816	0	1	0	0	2	0	0	0	0	0	0	3	11	0
131	2004	Basic	Single	4108195.0	0	0	01-01-2024	28	150000	50000	100000	75000	50000	75000	0	0	0	0	2	0	0	0	0	0	0	3	11	1
132	2007	Graduation	Single	4442196.0	0	0	01-01-2024	4	137874	45958	91916	68937	45958	68937	1	3	0	1	4	0	0	0	0	0	0	3	11	1
133	2000	Basic	Single	1654815.0	0	0	01-01-2024	11	124987	41662	83325	62493	41662	62493	0	3	0	1	4	0	0	0	0	0	0	3	11	1
134	2001	Basic	Single	3407786.0	0	0	01-01-2024	24	58831	19610	39220	29415	19610	29415	0	2	0	0	5	0	0	0	0	0	0	3	11	0
135	2005	Basic	Single	1235099.0	0	0	01-01-2024	6	48340	16113	32227	24170	16113	24170	0	1	0	0	2	0	0	0	0	0	0	3	11	0
136	2007	Graduation	Single	1166797.0	0	0	01-01-2024	8	32639	10879	21759	16319	10879	16319	0	1	0	0	2	0	0	0	0	0	0	3	11	0
137	2004	Graduation	Single	3483415.0	0	0	01-01-2024	11	90000	30000	60000	45000	30000	45000	0	0	0	0	4	0	0	0	0	0	0	3	11	1
138	2002	Basic	Single	4873023.0	0	0	01-01-2024	6	79777	26592	53184	39888	26592	39888	1	2	0	0	3	0	0	0	0	0	0	3	11	1
139	2002	Basic	Single	4856820.0	0	0	01-01-2024	5	150000	50000	100000	75000	50000	75000	0	0	0	0	2	0	0	0	0	0	0	3	11	1
140	2007	Basic	Single	4621949.0	0	0	01-01-2024	13	30700	10233	20466	15350	10233	15350	0	1	0	0	2	0	0	0	0	0	0	3	11	0
141	2006	Graduation	Single	4118474.0	0	0	01-01-2024	18	40897	13632	27265	20448	13632	20448	0	1	0	0	2	0	0	0	0	0	0	3	11	0
142	2007	Graduation	Single	3146918.0	0	0	01-01-2024	17	149340	49780	99560	74670	49780	74670	1	3	0	1	4	0	0	0	0	0	0	3	11	1
143	2000	Basic	Married	2754376.0	1	0	01-01-2024	1	65601	21867	43734	32800	21867	32800	0	2	0	0	2	0	0	0	0	0	0	3	11	1
144	2003	Basic	Single	2426600.0	0	0	01-01-2024	0	132538	44179	88358	66269	44179	66269	0	3	0	1	4	0	0	0	0	0	0	3	11	1
145	2000	Basic	Single	2071739.0	0	0	01-01-2024	2	72627	24209	48418	36313	24209	36313	0	2	0	0	5	0	0	0	0	0	0	3	11	1
146	2002	Graduation	Single	3285860.0	0	0	01-01-2024	3	90000	30000	60000	45000	30000	45000	0	0	0	0	1	0	0	0	0	0	0	3	11	1
147	2001	Basic	Single	3281788.0	0	0	01-01-2024	13	90000	30000	60000	45000	30000	45000	0	0	0	0	2	0	0	0	0	0	0	3	11	1
148	2005	Graduation	Single	2429497.0	0	0	01-01-2024	11	90000	30000	60000	45000	30000	45000	0	0	0	0	1	0	0	0	0	0	0	3	11	1
149	2001	Basic	Single	3945034.0	0	0	01-01-2024	10	38736	12912	25824	19368	12912	19368	0	1	0	0	3	0	0	0	0	0	0	3	11	0
150	2007	Basic	Single	4580702.0	0	0	01-01-2024	12	38926	12975	25951	19463	12975	19463	0	1	0	0	2	0	0	0	0	0	0	3	11	0
151	2007	Basic	Single	1212551.0	0	0	01-01-2024	26	50033	16677	33355	25016	16677	25016	0	1	0	0	5	0	0	0	0	0	0	3	11	0
152	2004	Graduation	Single	2255156.0	0	0	01-01-2024	6	47815	15938	31876	23907	15938	23907	0	1	0	0	5	0	0	0	0	0	0	3	11	0
153	2005	Basic	Single	1167492.0	0	0	01-01-2024	18	45000	15000	30000	22500	15000	22500	0	0	0	0	4	0	0	0	0	0	0	3	11	0
154	2006	Basic	Single	1273762.0	0	0	01-01-2024	27	45000	15000	30000	22500	15000	22500	0	0	0	0	2	0	0	0	0	0	0	3	11	0
155	2005	Basic	Married	4585122.0	0	0	01-01-2024	11	150000	50000	100000	75000	50000	75000	0	0	0	0	1	0	0	0	0	0	0	3	11	1
156	2000	Graduation	Single	4964436.0	0	0	01-01-2024	16	150000	50000	100000	75000	50000	75000	0	0	0	0	2	0	0	0	0	0	0	3	11	1
157	2001	Master	Single	2936735.0	0	0	01-01-2024	2	182640	60880	121760	91320	60880	91320	1	4	0	1	5	0	0	0	0	0	0	3	11	1
158	2003	Basic	Single	1260867.0	0	0	01-01-2024	27	45000	15000	30000	22500	15000	22500	0	0	0	0	4	0	0	0	0	0	0	3	11	0
159	2002	Basic	Single	4867848.0	0	0	01-01-2024	1	67166	22388	44777	33583	22388	33583	0	1	0	0	3	0	0	0	0	0	0	3	11	1
160	2003	Basic	Single	1373374.0	0	0	01-01-2024	11	45000	15000	30000	22500	15000	22500	0	0	0	0	2	0	0	0	0	0	0	3	11	0
161	2000	Basic	Single	3391288.0	0	0	01-01-2024	9	56158	18719	37438	28079	18719	28079	0	1	0	0	1	0	0	0	0	0	0	3	11	0
162	2007	Basic	Single	3179167.0	0	0	01-01-2024	18	90000	30000	60000	45000	30000	45000	0	0	0	0	1	0	0	0	0	0	0	3	11	1
163	2002	Basic	Single	3854024.0	0	0	01-01-2024	14	90000	30000	60000	45000	30000	45000	0	0	0	0	1	0	0	0	0	0	0	3	11	1
164	2006	Basic	Single	1591646.0	0	0	01-01-2024	15	40131	13377	26754	20065	13377	20065	0	1	0	0	3	0	0	0	0	0	0	3	11	0
165	2002	Basic	Married	2205452.0	0	0	01-01-2024	12	90000	30000	60000	45000	30000	45000	0	0	0	0	2	0	0	0	0	0	0	3	11	1
166	2003	Basic	Single	3945311.0	0	0	01-01-2024	17	103476	34492	68984	51738	34492	51738	0	2	0	0	2	0	0	0	0	0	0	3	11	1
167	2004	Graduation	Single	3792793.0	1	0	01-01-2024	24	48947	16315	32631	24473	16315	24473	0	1	0	0	3	0	0	0	0	0	0	3	11	0
168	2007	Basic	Single	3309192.0	0	0	01-01-2024	4	45293	15097	30195	22646	15097	22646	0	1	0	0	3	0	0	0	0	0	0	3	11	0
169	2005	Basic	Single	2521680.0	0	0	01-01-2024	10	90000	30000	60000	45000	30000	45000	0	0	0	0	2	0	0	0	0	0	0	3	11	1
170	2006	Graduation	Single	3725830.0	0	0	01-01-2024	23	90000	30000	60000	45000	30000	45000	0	0	0	0	2	0	0	0	0	0	0	3	11	1
171	2004	Basic	Single	2504194.0	0	0	01-01-2024	12	90000	30000	60000	45000	30000	45000	0	0	0	0	1	0	0	0	0	0	0	3	11	1
172	2006	Basic	Single	1045806.0	0	0	01-01-2024	24	45000	15000	30000	22500	15000	22500	0	0	0	0	5	0	0	0	0	0	0	3	11	0
173	2004	Basic	Single	4739212.0	0	0	01-01-2024	0	150000	50000	100000	75000	50000	75000	0	0	0	0	4	0	0	0	0	0	0	3	11	1
174	2003	Basic	Single	1767238.0	0	0	01-01-2024	5	55174	18391	36783	27587	18391	27587	0	1	0	0	2	0	0	0	0	0	0	3	11	0
175	2002	Basic	Single	2266284.0	0	0	01-01-2024	16	126982	42327	84655	63491	42327	63491	1	3	0	1	5	0	0	0	0	0	0	3	11	1
