ID	Year_Birth	Education	Marital_Status	Income	Kidhome	Teenhome	Dt_Customer	Recency	MntWines	MntFruits	MntMeatProducts	MntFishProducts	MntSweetProducts	MntGoldProds	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	NumStorePurchases	NumWebVisitsMonth	AcceptedCmp3	AcceptedCmp4	AcceptedCmp5	AcceptedCmp1	AcceptedCmp2	Complain	Z_CostContact	Z_Revenue	Response
19	1990	Master	Single	0.0	0	0	01-01-2020	30	6914.01	2304.67	4609.34	3457.01	2304.67	3457.01	1	2	1	1	4	0	0	0	0	0	0	3	11	1
20	1990	Master	Single	10000000.0	0	0	01-01-2020	30	64.69	10.95	45.15	46.02	33.55	48.34	0	1	0	0	2	0	0	0	0	0	0	3	11	0
21	1990	Master	Single	0.0	0	0	01-01-2020	30	30.58	6.71	2.8	15.09	16.91	26.27	0	1	0	0	3	0	0	0	0	0	0	3	11	0
22	1990	Master	Single	5000000.0	0	0	01-01-2020	30	16.97	7.79	7.84	9.47	6.97	6.52	0	0	0	0	1	0	0	0	0	0	0	3	11	0
23	1990			0.0	0	0	01-01-2020	30	36787.02	12262.34	24524.68	18393.51	12262.34	18393.51	2	1	0	2	1	0	0	0	0	0	0	3	11	1
24	1990	Master	Married	10000000.0	0	0	01-01-2020	30	71456.78	23818.93	47637.86	35728.39	23818.93	35728.39	2	2	1	2	2	0	0	0	0	0	0	3	11	1
25	1990	Master	Single	0.0	0	0	01-01-2020	30	24.87	12.08	34.16	13.35	3.85	19.0	0	2	1	0	5	0	0	0	0	0	0	3	11	0
26	1990	PhD	Married	39000000.0	2	2	01-01-2020	30	68898.33	22966.11	45932.22	34449.17	22966.11	34449.17	2	2	1	2	2	0	0	0	0	0	0	3	11	1
27	1990	Master	Single	0.0	0	0	01-01-2020	30	35.49	3.44	33.02	16.14	11.54	0.0	0	0	0	0	1	0	0	0	0	0	0	3	11	0
28	1990	Master	Single	0.0	0	0	01-01-2020	30	27.41	13.54	40.43	16.71	14.49	0.0	0	1	0	0	2	0	0	0	0	0	0	3	11	0
29	1990	Master	Single	50000000.0	0	0	01-01-2020	30	69.44	16.94	26.99	31.47	27.69	0.0	0	0	0	0	1	0	0	0	0	0	0	3	11	0
30	1990	Master	Single	5000000.0	0	0	01-01-2020	30	22.14	5.39	12.32	3.34	5.28	10.21	0	1	0	0	3	0	0	0	0	0	0	3	11	0
31	1990	Master	Single	0.0	0	0	01-01-2020	30	30.89	14.43	24.13	15.43	18.49	12.54	0	1	0	0	2	0	0	0	0	0	0	3	11	0
32	1990	Master	Single	10000000.0	0	0	01-01-2020	30	51.52	16.01	7.74	15.24	9.42	27.15	0	1	0	0	3	0	0	0	0	0	0	3	11	0
33	1990	Master	Single	0.0	0	0	01-01-2020	30	67140.76	22380.26	44760.51	33570.38	22380.26	33570.38	2	2	1	2	2	0	0	0	0	0	0	3	11	1
34	1990	Master	Single	0.0	0	0	01-01-2020	30	39.75	9.44	9.48	18.06	12.3	19.86	0	1	0	0	2	0	0	0	0	0	0	3	11	0
35	1990	Master	Single	100000000.0	0	0	01-01-2020	30	29789.82	9929.94	19859.88	14894.91	9929.94	14894.91	1	1	0	1	1	0	0	0	0	0	0	3	11	1
36	1990	Master	Single	5000000.0	5	5	01-01-2020	30	7.43	10.87	14.2	9.82	7.65	11.07	0	1	0	0	2	0	0	0	0	0	0	3	11	0
37	1990	Master	Single	2000000.0	0	0	01-01-2020	30	8.12	5.69	7.58	11.81	4.06	13.03	0	1	0	0	2	0	0	0	0	0	0	3	11	0
38	1990	Master	Single	0.0	0	0	01-01-2020	30	29141.94	9713.98	19427.96	14570.97	9713.98	14570.97	1	2	1	1	3	0	0	0	0	0	0	3	11	1
39	1990			0.0	0	0	01-01-2020	30	33.92	1.21	32.53	10.72	9.49	25.08	0	1	0	0	3	0	0	0	0	0	0	3	11	0
40	1990	Basic	Single	48000000.0	0	0	01-01-2020	30	73.56	14.68	2.84	27.09	16.98	33.64	0	1	0	0	2	0	0	0	0	0	0	3	11	0
41	1990	Master	Single	0.0	0	0	01-01-2020	30	28542.15	9514.05	19028.1	14271.08	9514.05	14271.08	2	1	0	2	1	0	0	0	0	0	0	3	11	1
42	1990	Master	Single	70000000.0	5	5	01-01-2020	30	52.86	33.93	17.45	36.92	18.04	25.56	0	1	0	0	2	0	0	0	0	0	0	3	11	0
43	1990	Master	Single	50000000.0	0	0	01-01-2020	30	76154.28	25384.76	50769.52	38077.14	25384.76	38077.14	2	1	0	2	1	0	0	0	0	0	0	3	11	1
44	1990	Master	Single	5000000.0	0	0	01-01-2020	30	12486.88	4162.29	8324.59	6243.44	4162.29	6243.44	1	1	0	1	2	0	0	0	0	0	0	3	11	1
45	1990	Master	Single	0.0	0	0	01-01-2020	30	45.67	3.14	14.53	23.12	7.73	17.06	0	2	1	0	5	0	0	0	0	0	0	3	11	0
46	1990	Master	Single	0.0	0	0	01-01-2020	30	17861.37	5953.79	11907.58	8930.69	5953.79	8930.69	1	1	0	1	2	0	0	0	0	0	0	3	11	1
47	1990	Master	Single	0.0	0	0	01-01-2020	30	18669.89	6223.3	12446.59	9334.95	6223.3	9334.95	1	1	0	1	2	0	0	0	0	0	0	3	11	1
48	1990	Master	Divorced	0.0	0	0	01-01-2020	30	50589.18	16863.06	33726.12	25294.59	16863.06	25294.59	2	2	1	2	3	0	0	0	0	0	0	3	11	1
49	1990	Master	Single	0.0	0	0	01-01-2020	30	23.83	13.37	23.21	16.97	10.37	5.05	0	1	0	0	2	0	0	0	0	0	0	3	11	0
50	1990	Master	Single	2000000.0	0	0	01-01-2020	30	18647.75	6215.92	12431.83	9323.88	6215.92	9323.88	1	1	0	1	1	0	0	0	0	0	0	3	11	1
51	1990	Master	Single	500000000.0	0	0	01-01-2020	30	173.07	47.73	80.47	68.38	38.26	157.79	0	1	0	0	2	0	0	0	0	0	0	3	11	0
52	1990	Master	Single	1000000.0	0	0	01-01-2020	30	5991.18	1997.06	3994.12	2995.59	1997.06	2995.59	1	2	1	1	3	0	0	0	0	0	0	3	11	1
53	1990	2n Cycle	Single	33000000.0	0	0	01-01-2020	30	64.07	20.14	68.93	27.0	14.61	18.84	0	1	0	0	2	0	0	0	0	0	0	3	11	0
54	1990	Graduation	Single	0.0	0	0	01-01-2020	30	30146.56	10048.85	20097.71	15073.28	10048.85	15073.28	1	1	0	1	2	0	0	0	0	0	0	3	11	1
55	1990	Master	Single	1000000000.0	1	2	01-01-2020	30	125102.42	41700.81	83401.61	62551.21	41700.81	62551.21	2	2	1	2	2	0	0	0	0	0	0	3	11	1
56	1990	Master	Married	0.0	0	0	01-01-2020	30	32730.62	10910.21	21820.41	16365.31	10910.21	16365.31	1	2	1	1	4	0	0	0	0	0	0	3	11	1
57	1990	Master	Single	0.0	0	0	01-01-2020	30	23.28	10.65	11.55	16.38	14.83	19.63	0	2	1	0	4	0	0	0	0	0	0	3	11	0
58	1990	Master	Single	0.0	0	0	01-01-2020	30	22.46	7.2	16.63	13.26	0.2	26.04	0	1	0	0	3	0	0	0	0	0	0	3	11	0
59	1990	Master	Single	4000000.0	0	0	01-01-2020	30	14.07	5.53	0.14	3.47	3.33	9.88	0	1	0	0	3	0	0	0	0	0	0	3	11	0
60	1990	PhD	Married	296000000.0	1	0	01-01-2020	30	142.52	14.76	21.58	35.68	49.11	154.22	0	1	0	0	3	0	0	0	0	0	0	3	11	0
61	1990	Master	Single	0.0	0	0	01-01-2020	30	18.92	17.28	22.94	14.55	8.19	24.91	0	1	0	0	2	0	0	0	0	0	0	3	11	0
62	1990	Master	Single	0.0	0	0	01-01-2020	30	40.75	13.23	13.17	19.33	7.28	22.44	0	0	0	0	1	0	0	0	0	0	0	3	11	0
63	1990	Master	Single	120000000.0	0	0	01-01-2020	30	32958.1	10986.03	21972.07	16479.05	10986.03	16479.05	1	2	1	1	4	0	0	0	0	0	0	3	11	1
64	1990	Master	Single	0.0	0	0	01-01-2020	30	35.18	8.81	12.36	13.89	17.2	15.88	0	0	0	0	1	0	0	0	0	0	0	3	11	0
65	1990	Master	Single	0.0	0	0	01-01-2020	30	19448.91	6482.97	12965.94	9724.46	6482.97	9724.46	1	2	1	1	3	0	0	0	0	0	0	3	11	1
66	1990	Master	Married	0.0	2	0	01-01-2020	30	33.41	17.21	4.21	15.34	19.47	14.81	0	2	1	0	4	0	0	0	0	0	0	3	11	0
67	1990			0.0	0	0	01-01-2020	30	46.2	11.61	31.11	9.95	16.67	5.0	0	1	0	0	2	0	0	0	0	0	0	3	11	0
68	1990	Master	Single	0.0	0	0	01-01-2020	30	36.95	6.87	14.57	6.53	14.62	0.0	0	1	0	0	3	0	0	0	0	0	0	3	11	0
69	1990	Master	Single	0.0	0	0	01-01-2020	30	12303.34	4101.11	8202.23	6151.67	4101.11	6151.67	1	1	0	1	2	0	0	0	0	0	0	3	11	1
70	1990	Master	Single	10000000.0	0	0	01-01-2020	30	28671.67	9557.22	19114.44	14335.83	9557.22	14335.83	1	0	0	1	0	0	0	0	0	0	0	3	11	1
71	1990	Master	Single	0.0	0	0	01-01-2020	30	25590.75	8530.25	17060.5	12795.38	8530.25	12795.38	1	1	0	1	2	0	0	0	0	0	0	3	11	1
72	1990	Graduation	Single	10000000.0	0	0	01-01-2020	30	37.12	50.98	34.25	34.01	10.2	18.05	0	1	0	0	2	0	0	0	0	0	0	3	11	0
73	1990	Master	Single	0.0	0	0	01-01-2020	30	43.27	7.3	30.61	15.05	8.48	7.92	0	1	0	0	2	0	0	0	0	0	0	3	11	0
74	1990	Master	Single	0.0	0	0	01-01-2020	30	52592.48	17530.82	35061.65	26296.24	17530.82	26296.24	2	2	1	2	3	0	0	0	0	0	0	3	11	1
75	1990	Master	Single	50000000.0	0	0	01-01-2020	30	74.62	27.78	24.63	46.59	16.65	6.4	0	1	0	0	2	0	0	0	0	0	0	3	11	0
76	1990	Master	Single	5000000.0	0	0	01-01-2020	30	11040.04	3680.01	7360.03	5520.02	3680.01	5520.02	1	1	0	1	2	0	0	0	0	0	0	3	11	1
77	1990	Master	Single	1000000000.0	0	0	01-01-2020	30	56751.84	18917.28	37834.56	28375.92	18917.28	28375.92	1	1	0	1	2	0	0	0	0	0	0	3	11	1
78	1990	Master	Single	0.0	0	0	01-01-2020	30	22.55	5.22	11.0	13.84	7.76	3.07	0	1	0	0	2	0	0	0	0	0	0	3	11	0
79	1990	Master	Single	0.0	0	0	01-01-2020	30	11458.62	3819.54	7639.08	5729.31	3819.54	5729.31	1	2	1	1	4	0	0	0	0	0	0	3	11	1
80	1990	Master	Single	0.0	0	0	01-01-2020	30	21.64	12.22	8.97	16.25	9.72	15.25	0	2	1	0	4	0	0	0	0	0	0	3	11	0
81	1990	Master	Married	500000000.0	0	0	01-01-2020	30	42810.3	14270.1	28540.2	21405.15	14270.1	21405.15	1	1	0	1	1	0	0	0	0	0	0	3	11	1
82	1990	Master	Single	1000000.0	0	0	01-01-2020	30	10579.89	3526.63	7053.26	5289.95	3526.63	5289.95	1	2	1	1	4	0	0	0	0	0	0	3	11	1
83	1990	Master	Single	2000000000.0	0	0	01-01-2020	30	301.83	175.65	286.48	159.11	55.98	97.91	0	0	0	0	1	0	0	0	0	0	0	3	11	0
84	1990	Master	Single	0.0	0	0	01-01-2020	30	42745.61	14248.54	28497.07	21372.81	14248.54	21372.81	1	0	0	1	0	0	0	0	0	0	0	3	11	1
85	1990	Master	Single	1000000.0	0	0	01-01-2020	30	16.1	2.8	8.17	6.57	3.56	18.48	0	2	1	0	4	0	0	0	0	0	0	3	11	0
86	1990	Master	Single	4000000.0	0	0	01-01-2020	30	18273.27	6091.09	12182.18	9136.63	6091.09	9136.63	1	2	1	1	3	0	0	0	0	0	0	3	11	1
87	1990	Master	Single	0.0	0	0	01-01-2020	30	26.97	4.15	24.52	17.27	7.51	1.13	0	1	0	0	2	0	0	0	0	0	0	3	11	0
88	1990	Master	Single	0.0	0	0	01-01-2020	30	29.72	10.63	20.82	8.75	15.73	22.07	0	1	0	0	2	0	0	0	0	0	0	3	11	0
89	1990	Master	Single	0.0	0	0	01-01-2020	30	16.04	5.07	22.78	16.66	16.16	19.22	0	2	1	0	4	0	0	0	0	0	0	3	11	0
90	1990	Basic	Single	257120872.12255585	0	0	01-01-2020	30	36348.82	12116.27	24232.55	18174.41	12116.27	18174.41	1	1	0	1	2	0	0	0	0	0	0	3	11	1
91	1990	Master	Single	206745555.5407098	0	0	01-01-2020	30	46218.59	15406.2	30812.4	23109.3	15406.2	23109.3	1	1	0	1	1	0	0	0	0	0	0	3	11	1
92	1990	Master	Single	0.0	0	0	01-01-2020	30	33722.22	11240.74	22481.48	16861.11	11240.74	16861.11	2	1	0	2	1	0	0	0	0	0	0	3	11	1
93	1990	Master	Married	74104530.47066	0	0	01-01-2020	30	33790.44	11263.48	22526.96	16895.22	11263.48	16895.22	1	2	1	1	4	0	0	0	0	0	0	3	11	1
94	1990	Master	Single	10316028.49375388	0	0	01-01-2020	30	29684.05	9894.68	19789.36	14842.02	9894.68	14842.02	2	1	0	2	1	0	0	0	0	0	0	3	11	1
95	1990	Basic	Married	108569444.9567784	0	0	01-01-2020	30	98352.25	32784.08	65568.17	49176.13	32784.08	49176.13	3	2	1	3	2	0	0	0	0	0	0	3	11	1
96	1990	Master	Single	295487855.01156586	0	0	01-01-2020	30	163.81	0.0	100.1	75.47	58.94	158.23	0	0	0	0	1	0	0	0	0	0	0	3	11	0
97	1990	Master	Single	0.0	0	0	01-01-2020	30	31021.07	10340.36	20680.71	15510.54	10340.36	15510.54	1	1	0	1	2	0	0	0	0	0	0	3	11	1
98	1990	Master	Single	0.0	0	0	01-01-2020	30	31.8	7.08	10.24	8.86	10.07	1.58	0	1	0	0	2	0	0	0	0	0	0	3	11	0
99	1990	Master	Single	0.0	0	0	01-01-2020	30	14.13	14.09	11.54	16.48	5.11	26.56	0	0	0	0	1	0	0	0	0	0	0	3	11	0
100	1990	PhD	Single	0.0	0	0	01-01-2020	30	21.03	11.12	18.49	11.05	15.46	10.66	0	2	1	0	4	0	0	0	0	0	0	3	11	0
101	1990	Master	Single	143476128.93126056	0	0	01-01-2020	30	68510.03	22836.68	45673.36	34255.02	22836.68	34255.02	2	1	0	2	1	0	0	0	0	0	0	3	11	1
102	1990	Master	Single	431572628.3885783	0	0	01-01-2020	30	47101.84	15700.61	31401.22	23550.92	15700.61	23550.92	1	2	1	1	3	0	0	0	0	0	0	3	11	1
103	1990	Master	Married	436191437.9946257	0	0	01-01-2020	30	48244.36	16081.46	32162.91	24122.18	16081.46	24122.18	1	1	0	1	2	0	0	0	0	0	0	3	11	1
104	1990	Master	Single	126556206.05036956	0	0	01-01-2020	30	101179.8	33726.6	67453.2	50589.9	33726.6	50589.9	2	2	1	2	2	0	0	0	0	0	0	3	11	1
105	1990	Master	Single	0.0	0	0	01-01-2020	30	21235.45	7078.48	14156.97	10617.73	7078.48	10617.73	1	1	0	1	2	0	0	0	0	0	0	3	11	1
106	1990	Master	Single	0.0	2	0	01-01-2020	30	27.23	0.56	27.3	10.42	12.41	18.59	0	1	0	0	3	0	0	0	0	0	0	3	11	0
107	1990	Master	Single	0.0	0	0	01-01-2020	30	21.96	5.18	6.9	15.03	13.31	9.6	0	0	0	0	1	0	0	0	0	0	0	3	11	0
108	1990	Master	Single	195712364.83677113	0	0	01-01-2020	30	43376.51	14458.84	28917.67	21688.25	14458.84	21688.25	1	1	0	1	1	0	0	0	0	0	0	3	11	1
109	1990	Master	Single	0.0	0	0	01-01-2020	30	25964.32	8654.77	17309.55	12982.16	8654.77	12982.16	1	1	0	1	1	0	0	0	0	0	0	3	11	1
110	1990	Master	Single	233159876.99467975	0	0	01-01-2020	30	121618.58	40539.53	81079.05	60809.29	40539.53	60809.29	2	1	0	2	0	0	0	0	0	0	0	3	11	1
111	1990	Master	Single	0.0	0	0	01-01-2020	30	25.04	9.65	17.23	4.55	14.33	27.03	0	1	0	0	2	0	0	0	0	0	0	3	11	0
112	1990	Master	Single	0.0	0	0	01-01-2020	30	37.31	9.24	21.47	16.57	9.78	28.48	0	1	0	0	2	0	0	0	0	0	0	3	11	0
113	1990	Master	Single	610085663.1351432	0	0	01-01-2020	30	59223.28	19741.09	39482.19	29611.64	19741.09	29611.64	1	1	0	1	1	0	0	0	0	0	0	3	11	1
114	1990	Master	Single	0.0	0	0	01-01-2020	30	20.05	7.18	20.28	22.67	8.75	29.9	0	0	0	0	1	0	0	0	0	0	0	3	11	0
115	1990	Master	Single	729917.7434312999	5	0	01-01-2020	30	5.98	6.83	19.61	11.01	6.55	9.12	0	1	0	0	2	0	0	0	0	0	0	3	11	0
116	1990	Master	Married	189518648.0955558	0	0	01-01-2020	30	72480.99	24160.33	48320.66	36240.5	24160.33	36240.5	2	1	0	2	1	0	0	0	0	0	0	3	11	1
117	1990	Master	Single	444131845.4559716	0	0	01-01-2020	30	54126.46	18042.15	36084.31	27063.23	18042.15	27063.23	1	1	0	1	2	0	0	0	0	0	0	3	11	1
118	1990	Master	Single	908849423.2869267	1	0	01-01-2020	30	41532.26	13844.09	27688.17	20766.13	13844.09	20766.13	1	1	0	1	2	0	0	0	0	0	0	3	11	1
119	1990	Master	Single	385850095.33980143	0	0	01-01-2020	30	111.27	34.86	37.19	33.97	80.69	0.0	0	1	0	0	3	0	0	0	0	0	0	3	11	0
120	1990	2n Cycle	Single	811076357.467236	0	0	01-01-2020	30	222.84	94.29	91.8	91.72	40.48	95.68	0	1	0	0	2	0	0	0	0	0	0	3	11	0
121	1990	Master	Single	482183961.0964196	5	0	01-01-2020	30	91505.74	30501.91	61003.83	45752.87	30501.91	45752.87	2	1	0	2	0	0	0	0	0	0	0	3	11	1
122	1990	Basic	Single	0.0	0	0	01-01-2020	30	34329.75	11443.25	22886.5	17164.87	11443.25	17164.87	1	2	1	1	3	0	0	0	0	0	0	3	11	1
123	1990	Master	Single	0.0	0	2	01-01-2020	30	34.9	8.97	26.41	12.63	9.6	29.19	0	1	0	0	2	0	0	0	0	0	0	3	11	0
124	1990	Master	Single	349092697.88480705	0	0	01-01-2020	30	10600.59	3533.53	7067.06	5300.3	3533.53	5300.3	1	2	1	1	4	0	0	0	0	0	0	3	11	1
125	1990	PhD	Single	0.0	0	0	01-01-2020	30	36591.71	12197.24	24394.47	18295.86	12197.24	18295.86	1	1	0	1	2	0	0	0	0	0	0	3	11	1
126	1990	Master	Single	19293577.86320907	2	0	01-01-2020	30	39.0	13.36	18.5	30.62	19.95	57.13	0	1	0	0	3	0	0	0	0	0	0	3	11	0
127	1990	Master	Single	0.0	0	0	01-01-2020	30	46.06	7.54	30.88	21.68	14.38	26.34	0	1	0	0	2	0	0	0	0	0	0	3	11	0
128	1990	Master	Single	616400688.1199814	0	0	01-01-2020	30	174.38	14.33	102.1	74.61	54.17	90.43	0	0	0	0	1	0	0	0	0	0	0	3	11	0
129	1990	Master	Single	0.0	1	0	01-01-2020	30	77356.67	25785.56	51571.11	38678.33	25785.56	38678.33	3	2	1	3	1	0	0	0	0	0	0	3	11	1
130	1990	Master	Single	205935125.5716367	0	0	01-01-2020	30	82127.66	27375.89	54751.77	41063.83	27375.89	41063.83	2	2	1	2	3	0	0	0	0	0	0	3	11	1
131	1990	Master	Single	342259948.4116212	0	0	01-01-2020	30	83238.04	27746.02	55492.03	41619.02	27746.02	41619.02	2	1	0	2	0	0	0	0	0	0	0	3	11	1
132	1990	Graduation	Single	4398742.014878154	1	0	01-01-2020	30	19853.56	6617.85	13235.7	9926.78	6617.85	9926.78	1	1	0	1	2	0	0	0	0	0	0	3	11	1
133	1990	Master	Single	473957963.20166826	0	0	01-01-2020	30	47297.06	15765.69	31531.37	23648.53	15765.69	23648.53	1	1	0	1	1	0	0	0	0	0	0	3	11	1
134	1990	Master	Single	776775218.4651209	2	5	01-01-2020	30	111.72	80.09	177.89	108.98	31.19	21.84	0	1	0	0	2	0	0	0	0	0	0	3	11	0
135	1990	Master	Single	0.0	0	0	01-01-2020	30	20561.52	6853.84	13707.68	10280.76	6853.84	10280.76	1	2	1	1	4	0	0	0	0	0	0	3	11	1
136	1990	Master	Divorced	612737541.7870486	0	0	01-01-2020	30	89991.08	29997.03	59994.05	44995.54	29997.03	44995.54	2	1	0	2	1	0	0	0	0	0	0	3	11	1
137	1990	Master	Single	460752698.60618985	0	0	01-01-2020	30	45479.57	15159.86	30319.71	22739.78	15159.86	22739.78	1	1	0	1	2	0	0	0	0	0	0	3	11	1
138	1990	Graduation	Single	302665351.44450027	0	0	01-01-2020	30	159.43	16.23	34.03	77.3	72.93	51.69	0	1	0	0	3	0	0	0	0	0	0	3	11	0
139	1990	Master	Married	472428270.4841194	2	0	01-01-2020	30	64614.79	21538.26	43076.53	32307.39	21538.26	32307.39	1	1	0	1	1	0	0	0	0	0	0	3	11	1
140	1990	Master	Single	0.0	0	0	01-01-2020	30	22.83	9.26	6.73	8.68	15.22	29.91	0	2	1	0	4	0	0	0	0	0	0	3	11	0
141	1990	Master	Single	0.0	0	2	01-01-2020	30	14.94	11.24	23.09	18.54	2.52	27.4	0	1	0	0	3	0	0	0	0	0	0	3	11	0
142	1990	Master	Single	646600224.3751104	0	0	01-01-2020	30	106.3	50.56	135.45	50.32	70.65	120.03	0	1	0	0	2	0	0	0	0	0	0	3	11	0
143	1990	Master	Single	308150020.98114645	0	0	01-01-2020	30	177.63	36.65	76.47	100.91	67.15	81.14	0	2	1	0	4	0	0	0	0	0	0	3	11	0
144	1990	Master	Single	457059920.8603873	0	0	01-01-2020	30	136.38	61.07	91.33	55.98	18.95	96.4	0	1	0	0	3	0	0	0	0	0	0	3	11	0
145	1990	Master	Single	557418794.1143674	0	0	01-01-2020	30	27031.53	9010.51	18021.02	13515.76	9010.51	13515.76	1	1	0	1	2	0	0	0	0	0	0	3	11	1
146	1990	Master	Single	925329605.0171638	0	2	01-01-2020	30	34117.38	11372.46	22744.92	17058.69	11372.46	17058.69	1	1	0	1	2	0	0	0	0	0	0	3	11	1
147	1990	Master	Single	0.0	0	0	01-01-2020	30	24765.85	8255.28	16510.56	12382.92	8255.28	12382.92	1	1	0	1	2	0	0	0	0	0	0	3	11	1
148	1990	Master	Single	476062158.370038	0	0	01-01-2020	30	38819.2	12939.73	25879.47	19409.6	12939.73	19409.6	1	1	0	1	1	0	0	0	0	0	0	3	11	1
149	1990	Master	Single	629589259.2916963	0	0	01-01-2020	30	170.33	47.72	124.72	58.06	66.53	0.0	0	1	0	0	2	0	0	0	0	0	0	3	11	0
150	1990	Master	Single	37484369.347831964	0	0	01-01-2020	30	56.92	14.66	42.12	33.53	11.15	48.09	0	1	0	0	2	0	0	0	0	0	0	3	11	0
151	1990	Master	Single	0.0	0	0	01-01-2020	30	46150.09	15383.36	30766.73	23075.04	15383.36	23075.04	2	1	0	2	0	0	0	0	0	0	0	3	11	1
152	1990	2n Cycle	Single	145890570.11284494	0	0	01-01-2020	30	34975.11	11658.37	23316.74	17487.56	11658.37	17487.56	1	1	0	1	2	0	0	0	0	0	0	3	11	1
153	1990	Master	Single	265967833.13157287	0	0	01-01-2020	30	80416.25	26805.42	53610.83	40208.13	26805.42	40208.13	2	2	1	2	2	0	0	0	0	0	0	3	11	1
154	1990	Basic	Married	21071254.555701807	0	0	01-01-2020	30	17786.81	5928.94	11857.87	8893.41	5928.94	8893.41	1	2	1	1	4	0	0	0	0	0	0	3	11	1
155	1990	Master	Single	121120200.09230644	0	0	01-01-2020	30	151.76	57.2	168.35	108.01	51.98	68.24	0	1	0	0	3	0	0	0	0	0	0	3	11	0
156	1990	Master	Single	463543983.6965768	0	0	01-01-2020	30	111164.52	37054.84	74109.68	55582.26	37054.84	55582.26	2	1	0	2	1	0	0	0	0	0	0	3	11	1
157	1990	Master	Single	0.0	0	5	01-01-2020	30	22182.41	7394.14	14788.28	11091.21	7394.14	11091.21	1	1	0	1	2	0	0	0	0	0	0	3	11	1
158	1990	Master	Single	0.0	0	0	01-01-2020	30	18373.11	6124.37	12248.74	9186.55	6124.37	9186.55	1	0	0	1	0	0	0	0	0	0	0	3	11	1
159	1990	Master	Single	0.0	0	0	01-01-2020	30	17.38	0.24	23.89	12.48	9.42	28.99	0	1	0	0	2	0	0	0	0	0	0	3	11	0
